iter	Logloss
958	0.3920208265
959	0.3920188461
960	0.3920167974
961	0.3920155735
962	0.3920134253
963	0.3920116779
964	0.3920091705
965	0.3920076588
966	0.3920055938
967	0.3920043156
968	0.392002947
969	0.3920014154
970	0.3920003685
971	0.3919991803
972	0.3919979493
973	0.3919958932
974	0.3919943379
975	0.3919929838
976	0.3919918468
977	0.3919892698
978	0.3919878985
979	0.3919857849
980	0.3919835664
981	0.3919825749
982	0.3919808285
983	0.3919796272
984	0.3919771456
985	0.3919761099
986	0.3919745682
987	0.3919733658
988	0.3919720447
989	0.3919695392
990	0.3919679714
991	0.3919664957
992	0.3919635313
993	0.3919615478
994	0.3919563055
995	0.3919550628
996	0.3919533325
997	0.3919522574
998	0.3919503622
999	0.3919475009
